moa1#1_1,moa1#1_2,moa1#1_3,moa1#1_4,moa1#1_5,moa1#1_6,moa1#1_7,moa1#1_8,moa1#1_9,moa1#1_10,moa1#2_1,moa1#2_2,moa1#2_3,moa1#2_4,moa1#2_5,moa1#2_6,moa1#2_7,moa1#2_8,moa1#2_9,moa1#2_10,moa2#1_1,moa2#1_2,moa2#1_3,moa2#1_4,moa2#1_5,moa2#1_6,moa2#1_7,moa2#1_8,moa2#1_9,moa2#1_10,moa2#2_1,moa2#2_2,moa2#2_3,moa2#2_4,moa2#2_5,moa2#2_6,moa2#2_7,moa2#2_8,moa2#2_9,moa2#2_10,moa_adult,moa_imp_biascheck,moa_ach_biascheck,idea_1,idea_2,idea_3,idea_4,idea_5,idea_6,idea_7,idea_8,idea-biascheck,swb_1,swb_2,swb_3,swb_4,swb_5,swb_6,mindful_1,mindful_2,mindful_3,mindful_4,mindful_5,mindful_6,mindful_7,mindful_8,mindful_9,mindful_10,mindful_11,mindful_12,mindful_13,mindful_14,mindful_15,mindful_biascheck,belong_1,belong_2,belong_3,belong_4,belong_5,belong_6,belong_7,belong_8,belong_9,belong_10,belong_now,belong_biascheck,efficacy_1,efficacy_2,efficacy_3,efficacy_4,efficacy_5,efficacy_6,efficacy_7,efficacy_8,efficacy_9,efficacy_10,efficacy_biascheck,support_1,support_2,support_3,support_4,support_5,support_6,support_7,support_8,support_9,support_10,support_11,support_12,support_biascheck,transgres_freq,transgres_common,transgres_1,transgres_2,transgres_3,transgres_4,exploit_1,exploit_2,exploit_3,stress_1,stress_2,stress_3,stress_4,stress_5,stress_6,stress_7,stress_8,stress_9,stress_10,stress_biascheck,marriage1_1,marriage1_2,marriage1_3,marriage1_4,marriage2,marriage4,response_bias_sum
4.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,73,35,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,27,6.0,7.0,7.0,6.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,1.0,3.0,2.0,51,2.0,5.0,1.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,42,2.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,28,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,69,2.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,29,55.0,0.0,35.0,10.0,4.0,4.0,0
2.0,3.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,59,39,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,30,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,6.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,58,3.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,38,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,29,7.0,6.0,5.0,5.0,7.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,71,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,32,15.0,0.0,40.0,45.0,2.0,2.0,0
4.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,64,41,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,30,2.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,5.0,4.0,6.0,2.0,4.0,3.0,51,2.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,33,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,33,7.0,7.0,5.0,3.0,6.0,7.0,6.0,3.0,7.0,7.0,5.0,7.0,70,4.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,31,15.0,0.0,65.0,20.0,3.0,3.0,0
3.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,58,46,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,27,2.0,3.0,5.0,3.0,7.0,5.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,46,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,43,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30,6.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,73,2.0,4.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,32,30.0,10.0,50.0,10.0,3.0,2.0,1
4.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,60,35,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,28,6.0,6.0,6.0,7.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,1.0,3.0,5.0,1.0,1.0,3.0,36,3.0,4.0,1.0,5.0,4.0,1.0,1.0,4.0,4.0,5.0,4.0,36,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,30,7.0,7.0,6.0,5.0,7.0,6.0,7.0,4.0,7.0,5.0,5.0,6.0,72,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,33,10.0,0.0,80.0,10.0,3.0,1.0,0
4.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,54,33,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,32,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,21,2.0,5.0,2.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,1.0,38,3.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,27,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,4.0,5.0,1.0,1.0,27,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,2.0,1.0,5.0,5.0,35,20.0,0.0,40.0,40.0,2.0,1.0,1
4.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,57,32,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,26,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,4.0,3.0,55,1.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,42,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,20,4.0,4.0,5.0,4.0,4.0,6.0,7.0,2.0,6.0,4.0,6.0,7.0,59,1.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,29,20.0,0.0,40.0,40.0,3.0,1.0,0
4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,72,33,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,31,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,45,2.0,2.0,2.0,5.0,5.0,4.0,1.0,3.0,5.0,4.0,5.0,38,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,27,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,72,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,41,30.0,10.0,40.0,20.0,4.0,1.0,1
4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,73,32,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,32,4.0,6.0,6.0,6.0,6.0,3.0,4.0,6.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,71,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,40,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,75,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,34,30.0,30.0,20.0,20.0,4.0,2.0,2
4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,77,36,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,27,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,4.0,5.0,75,4.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,34,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,29,6.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,79,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,32,30.0,30.0,25.0,15.0,4.0,3.0,0
4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,79,6,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,90,5.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,5.0,32,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,29,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,82,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,33,30.0,30.0,20.0,20.0,4.0,3.0,2
4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,78,36,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,28,3.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,40,1.0,5.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,39,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,32,7.0,7.0,5.0,7.0,7.0,4.0,3.0,7.0,3.0,7.0,5.0,3.0,65,4.0,5.0,6.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,37,40.0,40.0,15.0,5.0,5.0,4.0,0
4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,68,32,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,32,6.0,6.0,6.0,5.0,5.0,4.0,2.0,5.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,49,2.0,4.0,1.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,38,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,79,2.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,35,30.0,30.0,30.0,10.0,5.0,3.0,2
4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,64,43,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,28,6.0,7.0,5.0,7.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,6.0,1.0,4.0,5.0,51,2.0,5.0,1.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,40,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,31,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,81,2.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,37,15.0,10.0,45.0,30.0,2.0,1.0,0
4.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,64,35,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,30,3.0,5.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,6.0,6.0,1.0,3.0,6.0,41,2.0,4.0,5.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,28,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,25,2.0,1.0,7.0,4.0,1.0,4.0,5.0,3.0,5.0,1.0,6.0,4.0,43,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,35,35.0,30.0,15.0,20.0,5.0,5.0,1
4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,76,44,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,27,5.0,6.0,6.0,6.0,6.0,7.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,55,5.0,1.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,32,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,40,7.0,7.0,6.0,7.0,7.0,6.0,5.0,3.0,7.0,7.0,6.0,6.0,74,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,35,40.0,5.0,40.0,15.0,5.0,2.0,1
3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,53,28,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,32,5.0,6.0,6.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,58,4.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,34,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,29,5.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,61,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,32,25.0,50.0,20.0,5.0,3.0,2.0,1
2.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,67,37,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,31,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,2.0,5.0,5.0,6.0,2.0,2.0,2.0,51,1.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,36,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,24,6.0,6.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0,4.0,56,6.0,6.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,5.0,33,25.0,25.0,35.0,15.0,5.0,1.0,0
4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,41,33,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,31,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,6.0,1.0,5.0,5.0,61,5.0,5.0,1.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,1.0,41,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,23,5.0,7.0,1.0,1.0,7.0,6.0,4.0,1.0,6.0,7.0,1.0,3.0,49,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,38,10.0,5.0,40.0,45.0,2.0,1.0,0
4.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,58,40,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,30,1.0,3.0,6.0,6.0,7.0,5.0,2.0,6.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,2.0,3.0,6.0,61,5.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0,3.0,4.0,4.0,41,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,36,6.0,6.0,1.0,1.0,6.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,35,2.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,40,0.0,15.0,80.0,5.0,2.0,1.0,0
4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,54,36,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,21,1.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,35,5.0,2.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,34,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,39,4.0,4.0,2.0,2.0,4.0,6.0,6.0,2.0,6.0,4.0,1.0,5.0,46,5.0,7.0,7.0,6.0,5.0,2.0,2.0,6.0,7.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,32,10.0,0.0,50.0,40.0,2.0,1.0,0
4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,37,25,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,30,3.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,64,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,37,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30,6.0,4.0,5.0,6.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,60,4.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30,15.0,15.0,50.0,20.0,2.0,3.0,3
4.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,66,34,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,32,2.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,1.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,46,3.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,3.0,42,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,23,2.0,2.0,6.0,5.0,1.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,47,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,33,0.0,0.0,55.0,45.0,1.0,3.0,1
4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,65,35,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,32,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,47,4.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,35,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,29,7.0,7.0,3.0,2.0,7.0,4.0,5.0,2.0,5.0,7.0,5.0,5.0,59,3.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,37,30.0,35.0,20.0,15.0,4.0,1.0,1
